sent1,sent2,logits0,logits1,label
功能型党支部有什么作用,上级机关的文件必要时抄送到什么地方,3.1253082752227783,-2.5313026905059814,0
功能型党支部有什么作用,处理好长远与长远的关系，是处理好什么关系,2.622694492340088,-2.342674970626831,0
功能型党支部有什么作用,录用特殊职位的公务员经谁批准,3.1950299739837646,-2.606644630432129,0
功能型党支部有什么作用,什么是型号试验队,3.4475088119506836,-2.9675559997558594,0
功能型党支部有什么作用,苏区精神是什么,2.239361047744751,-1.758078694343567,0
功能型党支部有什么作用,国家科技计划项目采用怎样的方式,4.262478828430176,-3.8698484897613525,0
功能型党支部有什么作用,对象山，有什么注重的地方,2.745011806488037,-2.531583070755005,0
功能型党支部有什么作用,新征程，不寻常，走过的道路多辉煌每天清晨或傍晚，走在江岸区的大街小巷，时常能听到什么,4.176270484924316,-4.1512250900268555,0
功能型党支部有什么作用,中国声音在世界影响力的重要性是,3.976072072982788,-3.6710076332092285,0
功能型党支部有什么作用,西岗区委为什么要求在职党员进社区发挥作用,0.2186931073665619,-0.2663891911506653,0
功能型党支部有什么作用,党委（党组）书记如何做好分管领域党内法规执行直接责任,1.8875365257263184,-1.438098430633545,0
功能型党支部有什么作用,《中外交通管理条例》中对于社会保持联合纪律的处理是怎样的,4.138141632080078,-4.11008358001709,0
功能型党支部有什么作用,精准定位，有什么作用,-0.707530677318573,0.6554584503173828,1
功能型党支部有什么作用,当今时代，人们更倾向于采用什么方式和平解决冲突和争端,3.830078363418579,-3.7362353801727295,0
功能型党支部有什么作用,把干部的德放在首要位置，是什么,1.4187126159667969,-1.239031434059143,0
功能型党支部有什么作用,青年干部在实践锻炼中有什么成长,0.6995431184768677,-0.4784873127937317,0
功能型党支部有什么作用,社区为什么要推进清水湾花园小区的新的业主委员会,2.573965311050415,-2.175686836242676,0
功能型党支部有什么作用,非公党建初步形成了什么样的非公党建工作格局,0.9509918689727783,-0.7527675628662109,0
功能型党支部有什么作用,吉泰阳光花园小区的总人口有多少,4.137581825256348,-3.968938112258911,0
功能型党支部有什么作用,中国划时代的中国软体铸造场,3.574585199356079,-3.4805502891540527,0
功能型党支部有什么作用,为什么说军的性质决定军队的初心,3.43502140045166,-3.0140902996063232,0
功能型党支部有什么作用,该镇有什么经验,2.9424076080322266,-2.6549646854400635,0
功能型党支部有什么作用,近年来，慈溪市全面实施上林英才计划，引进的人才有多少人,4.327145576477051,-4.1071038246154785,0
功能型党支部有什么作用,安全的建设为什么促进了安全,3.21004581451416,-2.7671635150909424,0
功能型党支部有什么作用,湖南湖南湖南镇每年表彰10个左右基层基础工作成效明显的县市区是怎么样的,3.3130171298980713,-2.957890748977661,0
功能型党支部有什么作用,李浩的眼睛一眨不眨，什么变化,2.817591428756714,-2.771196126937866,0
功能型党支部有什么作用,让-路易-菲利斯·马克斯·弗兰德利近25年以来主要研究什么,3.996324062347412,-3.979795455932617,0
功能型党支部有什么作用,浙江省实验中学有哪些基本建设,3.3073086738586426,-3.009662389755249,0
功能型党支部有什么作用,什么是持续推进改革的重要因素,2.6231677532196045,-2.402794599533081,0
功能型党支部有什么作用,说起新搬进的老年公寓，黄胜宗赞不绝口。他说了搬进的老年公寓的原因是什么,3.7371366024017334,-3.493075132369995,0
功能型党支部有什么作用,什么是永久的重大政治任务,1.357296347618103,-1.1198207139968872,0
功能型党支部有什么作用,么好处,1.8415549993515015,-1.3499361276626587,0
功能型党支部有什么作用,中建二局承建的南京丁家庄二期保障房项目荣获了什么奖项,4.060895919799805,-3.8026843070983887,0
功能型党支部有什么作用,在一次主题党日活动现场，有谁抛出了问题,1.6747314929962158,-1.4177085161209106,0
功能型党支部有什么作用,十九大报告明确指出了什么,2.7476694583892822,-2.5760128498077393,0
功能型党支部有什么作用,中央企业直属企业（单位）党建工作的核心是什么,0.3608914911746979,-0.5769596099853516,0
功能型党支部有什么作用,谁对安德森的评价是,3.474072217941284,-3.1874983310699463,0
功能型党支部有什么作用,王永志在什么方面汲取精神力量,3.063831090927124,-2.6802685260772705,0
功能型党支部有什么作用,最大的短板是什么,2.585714101791382,-2.217554807662964,0
功能型党支部有什么作用,一、各级组织人事部门做好什么工作,-0.03783228248357773,-0.21105657517910004,0
功能型党支部有什么作用,该奖项着力解决什么问题,3.6327321529388428,-3.2296078205108643,0
功能型党支部有什么作用,与产业应用结合紧密的项目有什么意义,3.0419833660125732,-3.0267608165740967,0
功能型党支部有什么作用,马自强为什么肩负着神圣而光荣的使命,3.736294746398926,-3.5363075733184814,0
功能型党支部有什么作用,为什么要制定条例,0.9560795426368713,-0.4828982949256897,0
功能型党支部有什么作用,云南省实验室有何作用,2.4122684001922607,-2.2414913177490234,0
功能型党支部有什么作用,落水儿童的母亲陈女士的母亲陈女士牺牲了什么,4.336095809936523,-4.045485973358154,0
功能型党支部有什么作用,拉什德? 丁? 阿萨德说，作为联合国安理会常任理事国，中国积极参与国际维和、亚丁湾护航、人道主义救援任务的原因是什么,3.7329156398773193,-3.7573373317718506,0
功能型党支部有什么作用,要把党的领导贯穿一切工作的全过程，进行实兵演习、实弹射击、抢险救灾等都及时传达谁的意见,3.996772050857544,-3.611078977584839,0
功能型党支部有什么作用,他们实际上追求什么道路,3.4753024578094482,-3.0877726078033447,0
功能型党支部有什么作用,还需良好的道德规范引领农村社会风气的转变。盾盾解决了，什么会导致矛盾解决,4.053624153137207,-3.837750196456909,0
功能型党支部有什么作用,2014年2月发布什么意见,2.455230712890625,-1.9108632802963257,0
功能型党支部有什么作用,洪兴社是如何评价曾二高中的真理的,3.965435743331909,-3.832519292831421,0
功能型党支部有什么作用,为什么红豆60年以后，红豆姓黄、白云和云南县人，一般由谁继承,4.06624698638916,-3.852245569229126,0
功能型党支部有什么作用,该奖励奖励的职能是什么,1.7912555932998657,-1.4025682210922241,0
功能型党支部有什么作用,主要矛盾是什么,1.648563027381897,-1.2401419878005981,0
功能型党支部有什么作用,万山区以什么为重点，打破了条块分割的传统党建工作体制,1.162613034248352,-0.8144795298576355,0
功能型党支部有什么作用,在这个问题上，人们应该怎么做,3.6465394496917725,-3.178490161895752,0
功能型党支部有什么作用,他再三强调了什么,2.7277743816375732,-2.3743107318878174,0
功能型党支部有什么作用,为什么说服务务实验室的出现，越南科学创新能力提升不但容易被视为美国中国大陆持续不断拓展和融合，而且有助于推进进步的中国关系,3.685227632522583,-3.6029980182647705,0
功能型党支部有什么作用,在深化制度理论研究中增什么,2.6312615871429443,-2.4046270847320557,0
功能型党支部有什么作用,2018年新一届村两委换届选举中，哪些人当选为村两委委员,1.489707350730896,-1.0940041542053223,0
功能型党支部有什么作用,名额最小范围的职位可以怎么填报,3.7664034366607666,-3.1256351470947266,0
功能型党支部有什么作用,作为世界上最大的政党，大就要有什么大的难处,1.4943205118179321,-1.3302754163742065,0
功能型党支部有什么作用,为什么红豆情文化、共同富裕、实现中国梦,4.287677764892578,-4.126160144805908,0
功能型党支部有什么作用,浙江继续延伸服务链做出了哪些方面的工作部署,4.388572692871094,-4.113228797912598,0
功能型党支部有什么作用,法治信仰坚实是什么,2.7955715656280518,-2.413836717605591,0
功能型党支部有什么作用,厦门大学培育的学生有什么样的特点,3.606316328048706,-3.356210947036743,0
功能型党支部有什么作用,学校代表会有何作用,-1.6705442667007446,1.7033809423446655,1
功能型党支部有什么作用,严禁泄露干部的哪些信息,1.5643699169158936,-1.1818186044692993,0
功能型党支部有什么作用,谁如何说服服务员公司的初衷,3.8564212322235107,-3.5249335765838623,0
功能型党支部有什么作用,李义锐主动为巴籍工人提供什么指导,3.86765718460083,-3.6364476680755615,0
功能型党支部有什么作用,破得" 坚实实" 哪些难题,3.1075637340545654,-2.6749446392059326,0
功能型党支部有什么作用,mexx的线上打卡管理方式是怎样的,3.6671841144561768,-3.0620033740997314,0
功能型党支部有什么作用,把严守党的政治纪律和政治规矩作为立身之本，是什么,1.906205177307129,-1.7499459981918335,0
功能型党支部有什么作用,高校党建融入思政课的重要内涵是什么,1.3353337049484253,-1.1006475687026978,0
功能型党支部有什么作用,金花镇培植典型的有什么做法,2.8739120960235596,-2.59255051612854,0
功能型党支部有什么作用,花儿与爱菊集团有着类似困境的非公企业还有不少,3.7588796615600586,-3.921159029006958,0
功能型党支部有什么作用,周海江谈到他早年在大学读经济管理专业时，曾经什么的崇拜者,3.6226389408111572,-3.5140860080718994,0
功能型党支部有什么作用,三年来有多少人参加了社工任职资格培训,3.578655481338501,-3.2005388736724854,0
功能型党支部有什么作用,军事文艺功不不可没的原因是什么,3.2182533740997314,-2.636641263961792,0
功能型党支部有什么作用,南环城公路拓宽改造项目有什么,3.5705456733703613,-3.3207828998565674,0
功能型党支部有什么作用,如下一届党代表大会提前或者延期举行，其代表任期是如何时,0.6402797102928162,-0.3912312984466553,0
功能型党支部有什么作用,严格控制机构编制，坚持有些什么样的原则,2.2863166332244873,-1.8209649324417114,0
功能型党支部有什么作用,关爱和收留返乡农民工的事迹是什么,3.420039176940918,-2.9764435291290283,0
功能型党支部有什么作用,干好好这个事业的要求是什么,2.2910549640655518,-1.9272881746292114,0
功能型党支部有什么作用,什么是夏格庄镇整合十类人员,1.6211601495742798,-1.1926475763320923,0
功能型党支部有什么作用,今天的人类社会又处在什么时代,4.0952863693237305,-3.914991617202759,0
功能型党支部有什么作用,党的工作机关有什么作用,-3.6987392902374268,3.533440589904785,1
功能型党支部有什么作用,党校（行政学院）科研工作和决策咨询工作应当面向社会，加强与什么地方之间的合作和交流,3.5904695987701416,-3.221292734146118,0
功能型党支部有什么作用,市里做了什么,2.187556028366089,-1.734581708908081,0
功能型党支部有什么作用,刚开始弄大棚什么也不懂，党员怎么做,1.7404814958572388,-1.4637631177902222,0
功能型党支部有什么作用,能人书记在姜山镇还有许多,2.887181282043457,-2.395968437194824,0
功能型党支部有什么作用,围绕瀛洲书记论坛什么时候举办,3.286226987838745,-2.7761926651000977,0
功能型党支部有什么作用,ist建设和推进的目标是什么,2.9759132862091064,-2.7529726028442383,0
功能型党支部有什么作用,禾富集团的一干干了多久,3.7127702236175537,-3.1964638233184814,0
功能型党支部有什么作用,村级民主决策的程序是什么,2.324647903442383,-1.8497649431228638,0
功能型党支部有什么作用,十六年来，公司党员服务队有多少支,0.8765071630477905,-0.6188256144523621,0
功能型党支部有什么作用,什么是全面从严治党的有效机制,1.1701027154922485,-1.027579426765442,0
功能型党支部有什么作用,小高雄在学校期间如何形成了学校园园基督徒大联盟学员们的共识,3.408454418182373,-2.989264488220215,0
功能型党支部有什么作用,王永志要抓实什么,2.969524621963501,-2.5833919048309326,0
功能型党支部有什么作用,对经济欠发达、财政收入规模小的乡镇可以积极探索试行由县财政统一管理其财政收支的办法,3.5765960216522217,-3.2188944816589355,0
功能型党支部有什么作用,海南省委书记陈一萍坚持什么样的观点,4.163055419921875,-4.100020408630371,0
功能型党支部有什么作用,我们将依据什么条例来对外出军人,3.7598025798797607,-3.7091734409332275,0
功能型党支部有什么作用,在全国，对什么督战实施挂牌督战,2.669701337814331,-2.4187352657318115,0
功能型党支部有什么作用,十九大报告中将基本实现现代化的时间是,3.8411853313446045,-3.382930278778076,0
功能型党支部有什么作用,触犯刑律的行为是什么,3.6453754901885986,-3.165090322494507,0
功能型党支部有什么作用,作者在荆栋的微信中发现了什么,3.7327096462249756,-3.275909662246704,0
功能型党支部有什么作用,金鹰会提出的新形式对当地有什么要求,3.048861026763916,-2.7386457920074463,0
功能型党支部有什么作用,从干部下的情况看，干部有什么原因,-0.1660138964653015,0.3974989652633667,1
功能型党支部有什么作用,中国共产党人依靠学习走到今天，是如何实现的,3.3261656761169434,-3.0838987827301025,0
功能型党支部有什么作用,海克·劳芬伯格·海默是如何评价这一场会的,3.3443286418914795,-3.4175684452056885,0
功能型党支部有什么作用,资料表明，乐从镇农村党员队伍结构不合理吗,1.6437236070632935,-1.3085788488388062,0
功能型党支部有什么作用,社区是针对什么儿童的特点和问题,3.7646872997283936,-3.324751615524292,0
功能型党支部有什么作用,当他4年前帮助儿子张珩填报高考志愿时，选择了哪个专业,4.141471862792969,-3.8614816665649414,0
功能型党支部有什么作用,沉默是哪位队员留给记者最深的印象,3.931816816329956,-3.6317660808563232,0
功能型党支部有什么作用,我们党的根本宗旨是什么,1.7459527254104614,-1.3138231039047241,0
功能型党支部有什么作用,《马克思之音》的品格和力量这是什么,3.91729474067688,-3.6759729385375977,0
功能型党支部有什么作用,谁接受了此案的侦察总金额6.5亿余元,3.7785651683807373,-3.5907347202301025,0
功能型党支部有什么作用,2020年11月28日，由学习时报社主办的第二届新时代民营企业党建经验交流会在哪里举行,2.3934056758880615,-1.9896032810211182,0
功能型党支部有什么作用,司限公司为什么开展全员公开承诺活动,2.1923959255218506,-1.7515696287155151,0
功能型党支部有什么作用,坚持什么样的理论武装和实践锻炼,2.105114459991455,-1.7966562509536743,0
功能型党支部有什么作用,互联网企业人员为什么不容易,4.070641040802002,-3.567095994949341,0
功能型党支部有什么作用,社区党支部成立成立6个红色工作队，成立有几个红色工作队,-1.749869465827942,1.3207274675369263,1
功能型党支部有什么作用,什么是充分利用各种重大节假日,0.8387169241905212,-0.6097314357757568,0
功能型党支部有什么作用,非受灾地区各级党组织和党员干部要怎么做,1.6827723979949951,-1.4416671991348267,0
功能型党支部有什么作用,高校应逐步剥离不属于自己的职责，做出了怎样的功能,2.1967365741729736,-1.6703736782073975,0
功能型党支部有什么作用,中国有哪些地方的党员素质越来越密,2.1752877235412598,-1.8221074342727661,0
功能型党支部有什么作用,籍贯填写本人的祖居地是什么意思,3.749473810195923,-3.3929333686828613,0
功能型党支部有什么作用,什么是社区工作者亮身份、亮标准、亮承诺,2.520376443862915,-2.215224027633667,0
功能型党支部有什么作用,会议议题确定前，要征询委员的意见吗,1.8404325246810913,-1.4424635171890259,0
功能型党支部有什么作用,军训校基本上讲到了什么,3.1317098140716553,-2.7885336875915527,0
功能型党支部有什么作用,海南省委书记陈一萍认为提高政治站位的要点,3.1855971813201904,-3.022841215133667,0
功能型党支部有什么作用,蒋昌忠是什么学历,3.3549857139587402,-3.1892406940460205,0
功能型党支部有什么作用,这百多年的奋斗目标，是我们党的第二个一百年的奋斗目标,2.737348794937134,-2.4159677028656006,0
功能型党支部有什么作用,成立自管委的村庄，基本建立了什么制度,1.7961033582687378,-1.4494653940200806,0
功能型党支部有什么作用,济源农商银行做出了怎样的改变,4.330121994018555,-4.012720108032227,0
功能型党支部有什么作用,把握好这四个全面，对于我们理解中央的各项决策有什么意义,3.346299886703491,-3.092160940170288,0
功能型党支部有什么作用,现在的李瑞东在怎样的地方,3.786982774734497,-3.5356032848358154,0
功能型党支部有什么作用,十九大报告中明确提出了什么,2.6445152759552,-2.5064127445220947,0
功能型党支部有什么作用,在四议两公开的方式上，山货一条街采用什么方式,3.38263201713562,-2.964315176010132,0
功能型党支部有什么作用,今年上半年，班列和客运量有何变化,4.295624732971191,-4.041191577911377,0
功能型党支部有什么作用,浦建国告诉记者是谁告诉记者的,3.329927682876587,-3.1138556003570557,0
功能型党支部有什么作用,为什么这些人没有被正之风的原因,3.200477361679077,-2.7869436740875244,0
功能型党支部有什么作用,李庄村为什么启动股份制改革,3.6168272495269775,-3.0940022468566895,0
功能型党支部有什么作用,为什么要推进乐业县职业化管理,3.4393980503082275,-2.9610519409179688,0
功能型党支部有什么作用,什么是筑牢铁,1.1144232749938965,-0.7720476984977722,0
功能型党支部有什么作用,要重点加强基层党组织建设，关键是什么,0.7196469306945801,-0.7548388242721558,0
功能型党支部有什么作用,青年金融管理人才要潮起来，不仅要追求什么,3.765132427215576,-3.572110891342163,0
功能型党支部有什么作用,南网电网为什么会有勇于变革的基因,4.2678422927856445,-3.700352668762207,0
功能型党支部有什么作用,张人亚的故事，到今天，我们都有谁,3.8307044506073,-3.7200653553009033,0
功能型党支部有什么作用,伟大胜利是什么意思,2.8908278942108154,-2.389256715774536,0
功能型党支部有什么作用,拉多斯瓦夫·西科尔斯基斯做好了什么工作,3.041792392730713,-2.656597375869751,0
功能型党支部有什么作用,坚持中国特色社会主义政治发展道路,3.811821460723877,-3.506028890609741,0
功能型党支部有什么作用,会议费开支实行什么样的控制,2.3419835567474365,-1.8329576253890991,0
功能型党支部有什么作用,根据中国第五五反面临的十大问题，坚持怎样的原则,4.137958526611328,-3.992502450942993,0
